manufacturer_id,db_domain,db_has_equipments,astra_has_equipments,qwen_has_equipments,db_is_coman,astra_is_coman,qwen_is_coman,db_is_food_beverage,astra_is_food_beverage,qwen_is_food_beverage,db_specialty,astra_specialty,qwen_specialty
19257,srimu.com,True,True,True,no,no,yes,True,True,True,none,none,none
19562,roberthallwinery.com,True,True,True,no,yes,yes,True,True,True,winery__brewery__distillery,winery__brewery__distillery,winery__brewery__distillery
20448,lucchifamilywinecellars.com,True,True,True,no,no,no,True,True,True,winery__brewery__distillery,winery__brewery__distillery,winery__brewery__distillery
20795,fentonbrewery.com,True,True,True,no,no,no,True,True,True,winery__brewery__distillery,winery__brewery__distillery,winery__brewery__distillery
21210,kandmwines.com,True,False,False,no,no,no,True,True,True,winery__brewery__distillery,winery__brewery__distillery,winery__brewery__distillery
21353,hot-pie.com,True,True,True,no,no,no,True,True,True,none,none,none
21508,alaskaspringpharma.com,True,True,True,yes,yes,yes,True,True,True,,supplements,supplements
21610,chalonevineyard.com,True,True,True,no,no,no,True,True,True,winery__brewery__distillery,winery__brewery__distillery,winery__brewery__distillery
21634,fitgelatins.com,True,False,True,no,no,no,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
21640,jackrabbitbrewingcompany.com,True,True,True,no,no,no,True,True,True,winery__brewery__distillery,winery__brewery__distillery,winery__brewery__distillery
21731,wilmingtonbrewworks.com,True,True,True,no,no,no,True,True,True,winery__brewery__distillery,winery__brewery__distillery,winery__brewery__distillery
21800,zappiafoods.com,False,True,True,no,no,no,True,True,True,none,none,none
21837,tvicr.com,True,True,True,no,no,no,True,True,True,ingredient_producer,none,none
22388,valero.com,True,True,True,no,no,no,True,True,True,none,none,ingredient_producer
22604,arcadiabev.com,True,True,True,yes,yes,yes,True,True,True,ingredient_producer,none,none
22718,italianice.net,True,True,True,no,no,no,True,True,True,none,none,none
23475,meltchocolates.us,True,True,True,no,no,no,True,True,True,none,none,none
23908,martinraywinery.com,True,True,True,no,no,no,True,True,True,winery__brewery__distillery,winery__brewery__distillery,winery__brewery__distillery
24845,upslopebrewing.com,True,True,True,no,no,no,True,True,True,winery__brewery__distillery,winery__brewery__distillery,winery__brewery__distillery
25016,vitasave.ca,False,False,False,no,no,no,True,True,True,none,supplements,distributor__broker
25420,42northbrewing.com,True,True,True,no,no,no,True,True,True,winery__brewery__distillery,winery__brewery__distillery,winery__brewery__distillery
25717,fawncreekwinery.com,True,True,False,no,no,no,True,True,True,winery__brewery__distillery,winery__brewery__distillery,winery__brewery__distillery
25757,staffordschocolates.com,True,True,True,no,no,no,True,True,True,none,none,none
25784,sweetonvermont.com,False,False,False,no,no,no,True,True,True,none,none,none
25799,klgspice.com,False,False,False,no,no,no,True,True,True,ingredient_producer,none,none
26427,seed2oil.com,False,False,False,no,no,no,True,True,True,none,equipment_supplier,equipment_supplier
27071,divafarm.com,True,True,True,yes,no,no,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
27292,oxbowanimalhealth.com,False,False,True,no,no,no,True,True,True,pet_animal_products,pet_animal_products,pet_animal_products
27293,snacktivistfoods.com,True,True,True,yes,no,no,True,True,True,ingredient_producer,none,ingredient_producer
27635,hollyscupcakeshop.com,True,True,True,no,no,no,True,True,True,none,none,bakery
28233,bloodfarms.com,True,True,True,yes,no,no,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
28283,alohamedicinals.com,True,True,True,yes,yes,yes,True,True,True,ingredient_producer,supplements,supplements
28699,damonq.com,False,False,False,no,no,no,True,True,True,none,none,none
29418,topnotchjerky.com,True,True,True,no,no,no,True,True,True,none,none,ingredient_producer
29579,papapita.com,True,True,True,yes,no,no,True,True,True,bakery,bakery,bakery
29874,tanksmeats.com,True,True,True,yes,no,no,True,True,True,ingredient_producer,none,ingredient_producer
30163,omnimeats.com,True,True,True,yes,yes,yes,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
30407,thehamery.com,True,False,False,no,no,no,True,True,True,none,none,ingredient_producer
30807,bluevalleymeats.com,True,False,True,yes,no,no,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
31121,briardaleostrichfarm.com,True,True,True,yes,no,no,True,True,True,ingredient_producer,none,ingredient_producer
31682,saferplate.com,False,False,True,no,no,no,True,True,True,none,none,none
34828,awggases.com,False,False,False,no,no,no,False,True,True,none,none,equipment_supplier
35070,5spokecreamery.com,True,True,True,yes,no,no,True,True,True,ingredient_producer,none,ingredient_producer
35460,2tarts.com,True,True,True,no,no,no,True,True,True,bakery,bakery,bakery
35616,austinmeat.com,True,False,False,yes,no,no,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
37699,caribbeangoldinc.com,True,True,False,yes,no,no,True,True,True,ingredient_producer,none,none
37925,eatatsantiagos.com,False,True,True,no,no,no,True,True,True,none,none,none
38049,christmaspoint.com,True,True,True,no,no,no,True,True,True,none,none,ingredient_producer
38239,herbsetc.com,True,,,no,,,True,,,supplements,,
39313,bayareaherbs.com,True,False,False,yes,no,no,True,True,True,ingredient_producer,none,none
40380,elegantfoods.net,False,False,False,no,no,no,True,True,True,none,none,ingredient_producer
40625,uncledavesicecream.com,True,True,True,no,no,no,True,True,True,none,none,none
40719,dixonsseafood.com,True,False,False,yes,no,no,True,True,True,ingredient_producer,none,ingredient_producer
42316,hancockpeanuts.com,False,False,False,no,no,no,False,False,True,none,none,none
42830,phcider.com,True,True,True,no,no,no,True,True,True,winery__brewery__distillery,winery__brewery__distillery,winery__brewery__distillery
43144,sjrfoods.com,True,True,True,no,no,no,True,True,True,none,none,bakery
43721,rosiesbakery.com,True,True,True,no,no,no,True,True,True,bakery,bakery,bakery
43729,draconatural.com,True,True,True,yes,yes,yes,True,True,True,ingredient_producer,supplements,ingredient_producer
44026,gower.com,False,False,False,no,no,no,False,False,True,none,none,none
45116,schwansfoodservice.com,True,True,True,yes,no,no,True,True,True,none,none,none
45600,donpan.com,True,True,True,no,no,no,True,True,True,bakery,bakery,bakery
46575,cummingsag.com,True,True,True,yes,yes,yes,True,True,True,none,none,co_packer
46708,rickerhill.com,True,True,True,yes,no,no,True,True,True,ingredient_producer,none,winery__brewery__distillery
46873,marionmilling.com,True,True,True,yes,no,no,True,True,True,ingredient_producer,none,ingredient_producer
47738,steinhauserinc.com,False,False,False,yes,no,yes,True,False,True,customised_packaging,customised_packaging,customised_packaging
48003,romanmealinternational.com,True,True,True,no,no,yes,True,True,True,none,none,ingredient_producer
48348,panoramabaking.com,True,True,True,yes,no,no,True,True,True,bakery,bakery,bakery
49102,pagecellars.com,True,True,True,no,no,no,True,True,True,winery__brewery__distillery,winery__brewery__distillery,winery__brewery__distillery
50857,ecuafryllc.com,True,True,True,no,no,no,True,True,True,none,none,none
52185,papayas.net,True,True,True,no,no,no,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
52193,jctropicals.us,True,True,False,yes,no,no,True,True,True,ingredient_producer,none,ingredient_producer
52870,packagemachinery.com,False,False,False,yes,no,no,True,False,True,none,equipment_supplier,equipment_supplier
52945,professional-health-products.com,True,True,True,yes,yes,yes,True,True,True,supplements,supplements,supplements
52995,twintailsseafood.com,True,True,True,yes,no,no,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
53007,siskfs.com,False,False,False,no,no,yes,False,True,True,none,none,supplements
57472,islandwaysorbet.com,True,True,True,no,no,no,True,True,True,none,none,none
57489,justinblairco.com,True,True,True,no,no,yes,True,True,True,none,none,none
58245,ads.msstate.edu,True,True,True,no,no,no,True,False,True,none,none,none
58642,goldengatefortunecookies.com,True,True,True,no,no,no,True,True,True,none,none,none
58706,hillphoenix.com,True,False,False,no,no,no,True,False,True,none,equipment_supplier,equipment_supplier
58785,javaloveroasters.com,True,True,True,yes,no,no,True,True,True,none,none,none
58811,kahkow.com,True,True,True,yes,no,yes,True,True,True,ingredient_producer,none,ingredient_producer
59040,noveltymfg.com,True,True,True,yes,yes,yes,False,False,True,none,none,none
59083,onebarnes.com,True,True,True,no,no,no,False,False,True,none,equipment_supplier,equipment_supplier
59116,patriotsas.com,True,True,False,no,no,no,False,False,True,none,none,none
59231,risebrewingco.com,True,False,True,no,no,no,True,True,True,winery__brewery__distillery,none,winery__brewery__distillery
59521,unifiedbrands.net,True,False,False,no,no,no,True,True,True,none,equipment_supplier,equipment_supplier
60010,mccartercoffee.com,True,True,True,no,no,no,True,True,True,none,none,none
60164,italco.com,False,False,False,no,no,no,True,True,True,none,distributor__broker,distributor__broker
60217,laprincesastreats.com,True,True,True,no,no,no,True,True,True,none,none,none
60362,olsonhousecoffee.com,True,True,True,no,no,no,True,True,True,none,none,none
61125,tidewaterwinery.com,True,True,True,no,no,no,True,True,True,winery__brewery__distillery,winery__brewery__distillery,winery__brewery__distillery
61434,twoenglishladies.com,False,False,True,no,no,no,True,True,True,none,none,none
66714,coffeeprojectny.com,True,True,True,yes,no,yes,True,True,True,ingredient_producer,none,none
67199,h2ops.com,False,False,False,no,no,no,True,True,True,none,none,none
69289,capitaladhesives.com,False,False,True,no,no,no,True,False,True,none,none,ingredient_producer
70014,gsmna.com,False,False,False,no,no,no,False,False,True,none,equipment_supplier,equipment_supplier
70036,syneoco.com,True,,,yes,,,False,,,none,,
70189,eacpds.com,False,False,False,no,no,no,False,False,True,none,equipment_supplier,equipment_supplier
70236,maind.com,True,True,False,no,no,no,False,False,True,none,none,none
70363,mold-techinc.com,True,False,False,yes,no,no,False,False,True,none,equipment_supplier,equipment_supplier
70461,techtube.com,True,True,True,no,no,yes,False,False,True,none,none,none
70708,automatetech.com,True,True,True,no,no,no,False,False,True,equipment_supplier,equipment_supplier,equipment_supplier
70847,pacur.com,True,False,True,no,no,no,False,True,True,none,packaging_producer,packaging_producer
70885,amsfilling.com,True,True,False,no,no,no,True,False,True,none,equipment_supplier,equipment_supplier
71423,BESELERSHRINKPACKAGING.COM,True,True,True,no,no,no,True,False,True,none,equipment_supplier,equipment_supplier
71518,haynesmfg.com,False,False,False,no,no,no,True,False,True,none,equipment_supplier,ingredient_producer
71599,mbc-aerosol.com,True,,,yes,,,False,,,none,,
71750,mrmold.com,True,False,True,no,no,no,False,False,True,none,equipment_supplier,equipment_supplier
71829,stainlessmotors.com,False,False,False,no,no,no,True,True,True,none,equipment_supplier,equipment_supplier
71842,lycomfg.com,True,False,True,no,no,no,True,True,True,none,equipment_supplier,equipment_supplier
72324,norwix.com,True,False,False,no,no,no,True,True,True,none,equipment_supplier,equipment_supplier
72332,nordsonmedical.com,False,False,True,no,no,yes,True,True,True,none,equipment_supplier,equipment_supplier
72478,TheCathMaster.com,True,False,False,no,no,no,False,False,True,none,none,equipment_supplier
72753,sappi.com,True,True,True,no,no,no,True,True,True,packaging_producer,packaging_producer,packaging_producer
72770,solaratm.com,True,True,False,no,no,yes,False,False,True,none,none,none
73153,pharmapack-usna.com,True,True,False,no,no,no,True,False,True,none,equipment_supplier,equipment_supplier
73206,mbd-inc.com,True,False,False,no,no,no,True,False,True,none,equipment_supplier,equipment_supplier
73552,consolidateddesignwest.com,False,False,True,yes,yes,yes,True,True,True,packaging_producer,customised_packaging,packaging_distributor
74035,dchem.com,True,True,True,yes,yes,yes,True,True,True,none,none,distributor__broker
74190,silverspurcorp.com,True,False,True,no,no,no,True,True,True,packaging_distributor,packaging_distributor,packaging_distributor
75167,wnshaw.com,False,False,False,no,no,no,True,False,True,none,equipment_supplier,ingredient_producer
75330,jjshort.com,True,True,False,no,no,no,True,False,True,none,equipment_supplier,equipment_supplier
75518,gkcorp.com,True,True,False,no,no,no,False,False,True,none,equipment_supplier,equipment_supplier
75820,hammontonmold.com,True,False,False,no,no,no,True,True,True,none,equipment_supplier,equipment_supplier
75824,decorativearchitecturalproducts.com,True,True,False,no,no,no,False,False,True,none,none,none
76115,woodstickers.com,False,False,False,no,no,no,False,False,True,none,none,none
76279,dynamicblending.com,True,True,True,yes,yes,yes,True,True,True,supplements,none,none
76654,mcwoodworkspallets.com,False,False,False,no,no,no,False,False,True,none,none,none
77896,reichelfoods.com,True,True,True,yes,yes,yes,True,True,True,none,none,co_packer
78072,village-gourmet.com,True,True,True,yes,no,yes,True,True,True,ingredient_producer,none,ingredient_producer
78457,comet-bio.com,True,True,True,yes,yes,yes,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
78463,framerica.com,True,True,True,no,no,no,False,False,True,none,none,none
78468,txsynlabs.com,True,True,True,yes,yes,yes,True,True,True,none,none,none
79032,taspens.com,True,True,True,yes,yes,yes,True,True,True,none,none,none
80838,go2systech.com,True,True,True,no,no,no,False,False,True,none,none,none
80841,fctsolder.com,True,True,True,no,no,no,False,False,True,none,none,none
81194,estatoewoodworks.com,False,False,False,no,no,no,False,False,True,none,none,none
82756,containerexchanger.com,False,False,False,no,no,no,True,False,True,none,packaging_distributor,packaging_distributor
82782,dependableequipments.com,True,False,False,yes,no,no,True,False,True,none,equipment_supplier,equipment_supplier
83854,pscindustries.com,True,True,True,yes,no,no,False,False,True,none,none,none
83873,curtispackaging.com,True,False,False,no,yes,yes,True,True,True,packaging_producer,packaging_producer,packaging_producer
84074,kapco.com,True,True,True,yes,yes,yes,False,False,True,none,none,none
84086,dmplastics.com,True,True,True,yes,yes,no,True,True,True,none,none,none
84926,ppspkg.com,True,True,True,yes,no,yes,False,False,True,none,none,packaging_producer
85434,santalsolutions.com,True,False,False,no,no,no,True,True,True,supplements,none,none
88954,5050foods.com,False,False,False,no,no,no,True,True,True,none,none,none
89816,abstinencespirits.com,False,False,False,no,no,no,True,True,True,winery__brewery__distillery,winery__brewery__distillery,winery__brewery__distillery
89984,drinkbearmaple.com,False,False,True,no,no,no,True,True,True,none,none,none
92159,odyssey-microzap.com,True,True,True,no,no,no,True,True,True,none,equipment_supplier,equipment_supplier
92859,lfatabletpresses.com,False,False,True,no,no,no,True,True,True,none,equipment_supplier,supplements
98095,rt66us.com,True,True,True,yes,no,no,True,True,True,ingredient_producer,none,ingredient_producer
100534,adiforums.com,False,False,False,no,no,yes,True,True,True,winery__brewery__distillery,none,equipment_supplier
102253,blackpigmeatco.com,False,False,True,no,no,no,True,True,True,none,none,none
102455,mccormickfona.com,True,False,True,no,no,yes,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
104018,johnhenrysfoodproducts.com,True,True,True,yes,yes,yes,True,True,True,co_packer,none,co_packer
104570,harvestgrainmills.com,False,True,True,no,no,no,True,True,True,ingredient_producer,none,ingredient_producer
107471,redgoldfoodservice.com,True,True,True,yes,yes,yes,True,True,True,ingredient_producer,none,none
109166,melissasfarmfreshproduce.com,False,False,False,no,no,no,True,True,True,none,none,distributor__broker
112266,zingermanscornmanfarms.com,True,True,True,no,no,no,True,True,True,none,none,none
112947,bierfrucht.com,True,True,True,yes,no,no,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
113832,garlicking.net,False,False,False,no,no,yes,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
114671,19acres.com,False,False,False,no,no,no,True,True,True,none,none,none
120602,bonnecazefarms.com,True,True,True,no,no,no,True,True,True,ingredient_producer,none,ingredient_producer
125808,beeseasonal.com,True,False,False,yes,no,no,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
129133,kentishcobnuts.com,True,True,True,yes,no,no,True,True,True,ingredient_producer,none,ingredient_producer
133295,harborteaspice.com,True,False,True,no,no,no,True,True,True,none,none,none
134475,schenckfoods.com,True,False,False,yes,no,no,True,True,True,ingredient_producer,distributor__broker,distributor__broker
139161,littlehousebrewing.com,True,True,True,no,no,no,True,True,True,winery__brewery__distillery,winery__brewery__distillery,winery__brewery__distillery
139373,claritycoffee.com,True,True,True,yes,no,no,True,True,True,ingredient_producer,none,none
140110,fruitcentermarketplace.com,False,False,True,no,no,no,True,True,True,none,none,none
140268,sugarlabcolorado.com,True,True,True,yes,yes,yes,True,True,True,,none,co_packer
140817,schumansmeats.com,True,False,True,no,no,no,True,True,True,none,ingredient_producer,ingredient_producer
141419,romancheese.ca,True,True,True,no,no,no,True,True,True,none,none,none
141515,queenbeecoffee.com,True,True,True,yes,no,yes,True,True,True,ingredient_producer,none,none
141607,clearlakecoffeeroasters.com,True,True,True,yes,yes,yes,True,True,True,ingredient_producer,none,none
141805,bulkfoodathens.com,False,False,False,no,no,no,True,True,True,none,none,none
141982,cactusblossombakery.net,True,True,True,yes,no,no,True,True,True,bakery,bakery,bakery
143918,brewpointcoffee.com,True,True,True,no,no,no,True,True,True,none,none,none
144282,cooperativecoffeeroasters.com,True,True,True,yes,no,no,True,True,True,ingredient_producer,none,none
145852,fieldstonecoffeeroasters.com,True,True,True,yes,no,no,True,True,True,ingredient_producer,none,none
145991,estatecoffeecompany.com,True,True,True,yes,no,no,True,True,True,none,none,none
146131,bedrockcoffee.com,True,True,True,yes,yes,yes,True,True,True,ingredient_producer,none,none
147361,cherrycoffeeroasters.com,True,True,True,yes,no,no,True,True,True,ingredient_producer,none,none
147424,northeastsaltwater.com,False,True,True,no,no,no,False,True,True,none,none,ingredient_producer
147628,edinacoffeeroasters.com,True,False,True,yes,no,no,True,True,True,ingredient_producer,none,none
148429,marigoldcoffee.com,True,True,True,no,no,no,True,True,True,none,none,none
148519,valdiserrisbakery.com,True,True,True,yes,no,no,True,True,True,bakery,bakery,bakery
150290,boutiquebev.com,False,False,False,no,no,yes,True,True,True,distributor__broker,none,winery__brewery__distillery
153779,pitchforkfoodie.com,True,False,False,yes,no,no,True,True,True,ingredient_producer,none,none
154122,makegoodcoffeeco.com,True,True,True,yes,no,yes,True,True,True,ingredient_producer,none,none
157184,thinkkc.com,False,False,False,no,no,no,False,False,True,none,none,none
160503,stokespharmacy.com,True,True,True,no,no,yes,True,True,True,none,none,supplements
160539,industrial-ovens.net,True,True,True,no,no,no,False,False,True,none,equipment_supplier,equipment_supplier
163454,culliganwestvirginia.com,False,False,False,no,no,no,True,False,True,none,none,none
164516,centrasep.com,True,True,False,no,no,no,False,False,True,none,equipment_supplier,equipment_supplier
165412,tboysboudin.com,True,True,True,no,no,no,True,True,True,ingredient_producer,none,ingredient_producer
167125,lamars.com,True,True,False,no,no,no,True,True,True,none,none,none
168402,rawhawaiianhoney.com,False,True,True,no,no,no,True,True,True,ingredient_producer,none,ingredient_producer
168605,mcglynnbakeries.com,True,True,True,no,no,yes,True,True,True,bakery,bakery,bakery
170025,flyingsquirrelcafe.com,True,True,True,no,yes,yes,True,True,True,bakery,bakery,bakery
170526,mr-trailers.com,True,True,True,no,no,no,False,False,True,none,none,none
170689,clarionlocker.com,True,True,True,no,no,no,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
171143,fifthseasoncoop.com,False,False,False,no,no,no,True,True,True,none,none,none
173632,opengatesgroup.com,False,False,False,yes,yes,yes,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
174299,ptchronos.com,True,True,False,no,no,no,True,False,True,none,equipment_supplier,equipment_supplier
178543,hipartisan.com,True,True,False,yes,no,no,True,True,True,ingredient_producer,none,none
180556,ufpi.com,True,True,True,yes,no,yes,True,True,True,packaging_producer,packaging_producer,packaging_producer
181440,vinchet.com,True,True,True,no,no,no,True,True,True,bakery,bakery,bakery
185957,veterancompost.com,True,False,True,no,no,no,False,False,True,none,none,ingredient_producer
190764,mfgchemical.com,True,True,True,yes,yes,yes,True,True,True,none,none,ingredient_producer
193734,leanderthaltx.com,True,True,False,no,no,no,True,True,True,winery__brewery__distillery,winery__brewery__distillery,winery__brewery__distillery
195471,prairiemelodybirdseed.com,False,False,False,no,no,no,True,True,True,pet_animal_products,pet_animal_products,none
195637,peakrefreshments.com,True,True,True,no,no,no,True,True,True,none,none,none
195646,originaltaffyshop.com,False,False,False,no,no,no,False,True,True,none,none,none
198196,fountaincityice.com,True,True,True,yes,no,no,True,True,True,none,none,none
198226,davispaint.com,True,True,True,yes,yes,yes,False,False,True,none,none,none
206222,foxbrosbbq.com,True,True,False,no,no,no,True,True,True,none,none,none
210465,tritecmfg.com,True,True,False,no,no,no,False,False,True,none,equipment_supplier,equipment_supplier
212789,bonniesbuns.com,True,True,True,no,no,no,True,True,True,bakery,bakery,bakery
220469,coleman-consulting.com,False,False,False,no,no,no,True,False,True,none,none,none
220731,indaroma.com,False,False,False,no,no,no,True,True,True,none,none,none
226454,belcan.com,False,False,False,no,no,no,False,False,True,none,none,none
227611,oetiker.com,False,,,no,,,True,,,none,,
228102,life-scienceinnovations.com,True,True,True,no,no,no,True,True,True,none,none,ingredient_producer
229744,chieffabrication.com,True,True,True,no,no,yes,True,True,True,none,none,none
231820,lincolnandyork.com,True,True,True,yes,yes,yes,True,True,True,ingredient_producer,none,co_packer
240663,comfishak.com,False,False,False,no,no,no,True,False,True,none,none,none
244590,onmaplesyrup.ca,False,False,True,no,no,no,True,False,True,none,none,none
252075,bonmatin.ca,True,True,True,no,no,no,True,True,True,none,none,bakery
256950,cupcakeandthingshawaii.com,True,True,True,no,no,no,True,True,True,bakery,bakery,bakery
260546,kadonprecision.com,True,True,False,yes,yes,yes,True,False,True,none,equipment_supplier,equipment_supplier
261010,mlfduck.com,True,True,True,no,no,no,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
269266,madesimpleskincare.com,False,False,True,no,no,no,True,True,True,none,none,none
270583,superiorculturemqt.com,True,True,True,no,no,no,True,True,True,winery__brewery__distillery,winery__brewery__distillery,winery__brewery__distillery
276666,freelin-wade.com,True,True,True,yes,no,yes,True,False,True,none,equipment_supplier,equipment_supplier
283530,mactrucknyc.com,True,True,True,yes,no,yes,True,True,True,,none,none
285716,oceanspray.ca,True,True,True,no,no,no,True,True,True,none,none,ingredient_producer
308445,craftculinarypackaging.com,True,True,True,yes,no,yes,True,True,True,none,none,co_packer
309229,nshoretea.com,True,True,True,yes,yes,yes,True,True,True,,none,none
311366,montrealkosher.ca,True,True,True,no,no,no,True,True,True,bakery,bakery,bakery
311846,ontariolamb.ca,True,True,True,yes,no,yes,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
312461,chocolatezen.ca,True,True,True,no,no,no,True,True,True,bakery,bakery,bakery
312941,phoodstation.com,False,False,False,no,no,no,True,True,True,none,none,none
312944,pitcaribou.com,True,True,True,no,no,no,True,True,True,winery__brewery__distillery,winery__brewery__distillery,winery__brewery__distillery
312989,rogerschocolates.com,True,False,True,no,no,no,True,True,True,none,none,none
313074,terrabiofood.com,True,True,True,yes,no,yes,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
